,"Etat","Absence","CESP","Etudiant","Voeu","Rang","Subdivision","Discipline","Désir (non officiel)","Offre","SubDis"
882,"affecté","","","867","1","2/7","TOURS","Spécialité médicale : Cardiologie et maladies vasculaires","","7","[033013]"
883,"affecté","","","868","1","5/9","TOULOUSE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","9","[040026]"
884,"affecté","","","869","1","8/21","ILE DE FRANCE","Spécialité médicale : Gastro-entérologie et hépatologie","","21","[015016]"
885,"affecté","","","870","1","5/8","NANTES","Discipline : PÉDIATRIE","","8","[030002]"
886,"affecté","","","871","1","2/5","DIJON","Spécialité chirurgicale : Ophtalmologie","","5","[017030]"
887,"affecté","","","872","1","1/22","LYON","Discipline : PSYCHIATRIE","","22","[026010]"
888,"affecté","","","873","1","1/1","STRASBOURG","Spécialité médicale : Génétique médicale","","1","[020017]"
889,"affecté","","","874","1","4/102","ILE DE FRANCE","Discipline : PSYCHIATRIE","","102","[015010]"
890,"affecté","","","875","1","5/9","ILE DE FRANCE","Spécialité médicale : Hématologie","","9","[015018]"
891,"affecté","","","876","1","1/3","BREST","Spécialité chirurgicale : Ophtalmologie","","3","[029030]"
892,"affecté","","","877","1","2/11","NANTES","Discipline : ANESTHÉSIE réanimation","","11","[030004]"
893,"affecté","absence","","878","1","1/1","SAINT ETIENNE","Spécialité médicale : Dermatologie et vénérologie","","1","[027014]"
894,"affecté","","","879","1","1/5","RENNES","Spécialité médicale : Oncologie","","5","[032024]"
895,"affecté","","","880","1","1/5","AIX MARSEILLE","Spécialité médicale : Dermatologie et vénérologie","","5","[034014]"
896,"affecté","","","477","1","5/22","AIX MARSEILLE","Discipline : ANESTHÉSIE réanimation","","22","[034004]"
897,"affecté","","","881","1","2/4","MONTPELLIER","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","4","[035031]"
898,"affecté","","","882","1","3/15","TOULOUSE","Spécialité chirurgicale : Chirurgie générale","Chirurgie plastique, reconstructrice et esthétique","15","[040028]"
899,"affecté","","","883","1","20/20","ILE DE FRANCE","Spécialité médicale : Neurologie","","20","[015023]"
900,"affecté","","","884","1","5/15","ILE DE FRANCE","Spécialité médicale : Rhumatologie","","15","[015027]"
901,"affecté","","","885","1","2/5","RENNES","Spécialité médicale : Oncologie","","5","[032024]"
902,"affecté","","","886","1","18/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
903,"affecté","absence","","887","1","9/21","ILE DE FRANCE","Spécialité médicale : Gastro-entérologie et hépatologie","","21","[015016]"
904,"affecté","","","888","1","2/6","TOULOUSE","Discipline : GYNÉCOLOGIE obstétrique","","6","[040009]"
905,"affecté","","","889","1","24/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
906,"affecté","absence","","890","1","2/107","GRENOBLE","Discipline : MÉDECINE générale","","107","[025011]"
908,"affecté","","","892","1","7/25","ILE DE FRANCE","Spécialité médicale : Oncologie","","25","[015024]"
909,"affecté","","","893","1","31/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
910,"affecté","","","894","1","3/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
911,"affecté","","","895","1","2/9","STRASBOURG","Spécialité médicale : Radiodiagnostic et imagerie médicale","","9","[020026]"
912,"affecté","","","896","1","4/5","BORDEAUX","Spécialité médicale : Médecine interne","","5","[037019]"
913,"affecté","","","891","1","19/30","ILE DE FRANCE","Spécialité médicale : Médecine interne","","30","[015019]"
914,"affecté","","","897","1","11/17","ILE DE FRANCE","Spécialité médicale : Dermatologie et vénérologie","","17","[015014]"
915,"affecté","absence","","898","1","35/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","63","[015028]"
916,"affecté","","","899","1","2/3","STRASBOURG","Spécialité médicale : Neurologie","","3","[020023]"
917,"affecté","","","900","1","25/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
918,"affecté","","","901","1","1/6","LYON","Spécialité médicale : Oncologie","","6","[026024]"
919,"affecté","","","902","1","9/16","MONTPELLIER","Discipline : ANESTHÉSIE réanimation","","16","[035004]"
920,"affecté","","","903","1","7/17","BORDEAUX","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","17","[037028]"
921,"affecté","","","904","1","10/21","ILE DE FRANCE","Spécialité médicale : Gastro-entérologie et hépatologie","","21","[015016]"
922,"affecté","absence","","905","1","1/9","GRENOBLE","Discipline : PÉDIATRIE","","9","[025002]"
923,"affecté","","","906","1","14/18","ILE DE FRANCE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","18","[015031]"
924,"affecté","","","907","1","1/3","MONTPELLIER","Spécialité médicale : Pneumologie","","3","[035025]"
925,"affecté","absence","","908","1","26/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
926,"affecté","","","909","1","10/13","LYON","Spécialité médicale : Radiodiagnostic et imagerie médicale","","13","[026026]"
927,"affecté","","","910","1","6/8","NANTES","Discipline : PÉDIATRIE","","8","[030002]"
928,"affecté","","","911","1","8/17","BORDEAUX","Spécialité chirurgicale : Chirurgie générale","Chirurgie viscérale et digestive","17","[037028]"
929,"affecté","","","912","1","6/22","AIX MARSEILLE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","22","[034028]"
930,"affecté","absence","","913","2","2/111","NANTES","Discipline : MÉDECINE générale","","111","[030011]"
931,"affecté","","","914","1","1/10","ANGERS","Discipline : ANESTHÉSIE réanimation","","10","[028004]"
932,"affecté","","","915","1","1/10","BORDEAUX","Discipline : PÉDIATRIE","","10","[037002]"
933,"affecté","","","916","1","9/16","BORDEAUX","Discipline : ANESTHÉSIE réanimation","","16","[037004]"
934,"affecté","","","917","1","2/3","RENNES","Spécialité médicale : Neurologie","","3","[032023]"
935,"affecté","","","918","1","3/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
936,"affecté","","","919","1","4/5","TOULOUSE","Spécialité médicale : Oncologie","","5","[040024]"
937,"affecté","absence","","920","1","1/8","MONTPELLIER","Spécialité médicale : Médecine physique et de réadaptation","","8","[035021]"
938,"affecté","","","921","2","12/17","ILE DE FRANCE","Spécialité médicale : Dermatologie et vénérologie","","17","[015014]"
940,"affecté","","","923","1","4/6","NANTES","Spécialité médicale : Radiodiagnostic et imagerie médicale","","6","[030026]"
941,"affecté","","","924","1","2/3","TOULOUSE","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","3","[040031]"
942,"affecté","","","925","1","4/15","TOULOUSE","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","15","[040028]"
943,"affecté","","","926","1","4/6","LYON","Spécialité médicale : Pneumologie","","6","[026025]"
944,"affecté","","","927","1","3/4","AIX MARSEILLE","Spécialité médicale : Néphrologie","","4","[034022]"
945,"affecté","","","928","1","3/9","STRASBOURG","Spécialité médicale : Radiodiagnostic et imagerie médicale","","9","[020026]"
946,"affecté","","","929","1","2/4","POITIERS","Spécialité médicale : Médecine interne","","4","[031019]"
947,"affecté","absence","","930","1","10/16","BORDEAUX","Discipline : ANESTHÉSIE réanimation","","16","[037004]"
948,"affecté","","","931","1","11/13","LYON","Spécialité médicale : Radiodiagnostic et imagerie médicale","","13","[026026]"
949,"affecté","","","932","1","32/50","ILE DE FRANCE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","50","[015026]"
950,"affecté","","","933","1","3/10","LYON","Discipline : GYNÉCOLOGIE obstétrique","","10","[026009]"
951,"affecté","","","934","2","2/5","LILLE","Spécialité médicale : Néphrologie","","5","[023022]"
952,"affecté","","","935","1","2/2","GRENOBLE","Spécialité médicale : Rhumatologie","","2","[025027]"
953,"affecté","","","936","1","12/13","LYON","Spécialité médicale : Radiodiagnostic et imagerie médicale","","13","[026026]"
954,"affecté","","","937","1","10/11","LILLE","Spécialité médicale : Cardiologie et maladies vasculaires","","11","[023013]"
955,"affecté","","","938","1","2/4","NANCY","Spécialité médicale : Neurologie","","4","[018023]"
956,"affecté","","","939","1","2/3","NICE","Spécialité médicale : Cardiologie et maladies vasculaires","","3","[036013]"
957,"affecté","","","940","1","27/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
958,"affecté","","","941","1","2/4","TOULOUSE","Spécialité médicale : Rhumatologie","","4","[040027]"
959,"affecté","absence","","942","1","2/3","GRENOBLE","Spécialité médicale : Médecine interne","","3","[025019]"
960,"affecté","","","943","1","4/141","STRASBOURG","Discipline : MÉDECINE générale","","141","[020011]"
961,"affecté","","","944","1","4/17","LYON","Discipline : PÉDIATRIE","","17","[026002]"
962,"affecté","","","945","1","1/3","TOULOUSE","Spécialité médicale : Anatomie et cytologie pathologique","","3","[040012]"
963,"affecté","","","946","1","5/102","ILE DE FRANCE","Discipline : PSYCHIATRIE","","102","[015010]"
964,"affecté","absence","","947","1","3/11","NANTES","Discipline : ANESTHÉSIE réanimation","","11","[030004]"
965,"affecté","","","948","1","2/15","MONTPELLIER","Discipline : PSYCHIATRIE","","15","[035010]"
966,"affecté","","","949","1","6/9","TOULOUSE","Spécialité médicale : Radiodiagnostic et imagerie médicale","","9","[040026]"
967,"affecté","","","950","1","1/4","STRASBOURG","Spécialité médicale : Médecine interne","","4","[020019]"
968,"affecté","","","951","1","2/13","TOURS","Spécialité chirurgicale : Chirurgie générale","Chirurgie maxillo-faciale et stomatologie","13","[033028]"
969,"affecté","absence","","952","1","1/2","LYON","Spécialité médicale : Hématologie","","2","[026018]"
970,"affecté","","","953","1","2/4","STRASBOURG","Spécialité médicale : Médecine interne","","4","[020019]"
971,"affecté","absence","","954","1","2/2","AIX MARSEILLE","Discipline : GYNÉCOLOGIE médicale","","2","[034005]"
972,"affecté","","","955","1","28/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
973,"affecté","","","956","1","11/21","ILE DE FRANCE","Spécialité médicale : Gastro-entérologie et hépatologie","","21","[015016]"
974,"affecté","","","957","1","19/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
975,"affecté","","","958","1","1/9","TOURS","Discipline : ANESTHÉSIE réanimation","","9","[033004]"
976,"affecté","","","959","1","4/199","BORDEAUX","Discipline : MÉDECINE générale","","199","[037011]"
977,"affecté","","","960","1","20/92","ILE DE FRANCE","Discipline : ANESTHÉSIE réanimation","","92","[015004]"
978,"affecté","","","961","1","12/21","ILE DE FRANCE","Spécialité médicale : Gastro-entérologie et hépatologie","","21","[015016]"
979,"affecté","","","962","1","4/5","GRENOBLE","Spécialité chirurgicale : Ophtalmologie","","5","[025030]"
980,"affecté","","","963","1","11/16","BORDEAUX","Discipline : ANESTHÉSIE réanimation","","16","[037004]"
981,"affecté","","","964","1","3/4","LILLE","Spécialité médicale : Dermatologie et vénérologie","","4","[023014]"
982,"affecté","absence","","965","1","9/22","TOULOUSE","Discipline : ANESTHÉSIE réanimation","","22","[040004]"
983,"affecté","","","966","1","36/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","63","[015028]"
984,"affecté","absence","","967","1","2/40","LILLE","Discipline : PSYCHIATRIE","","40","[023010]"
985,"affecté","","","968","1","2/4","BORDEAUX","Discipline : GYNÉCOLOGIE médicale","","4","[037005]"
986,"affecté","","","969","1","2/9","NICE","Discipline : ANESTHÉSIE réanimation","","9","[036004]"
987,"affecté","absence","","970","1","14/25","LYON","Discipline : ANESTHÉSIE réanimation","","25","[026004]"
988,"affecté","","","971","1","1/2","GRENOBLE","Spécialité médicale : Dermatologie et vénérologie","","2","[025014]"
989,"affecté","","","972","1","7/7","MONTPELLIER","Spécialité médicale : Cardiologie et maladies vasculaires","","7","[035013]"
990,"affecté","","","973","3","5/6","LYON","Spécialité médicale : Pneumologie","","6","[026025]"
992,"affecté","","","975","1","7/611","ILE DE FRANCE","Discipline : MÉDECINE générale","","611","[015011]"
993,"affecté","","","976","1","7/9","BORDEAUX","Spécialité médicale : Cardiologie et maladies vasculaires","","9","[037013]"
994,"affecté","","","977","1","6/102","ILE DE FRANCE","Discipline : PSYCHIATRIE","","102","[015010]"
995,"affecté","","","978","1","8/25","ILE DE FRANCE","Spécialité médicale : Oncologie","","25","[015024]"
996,"affecté","","","979","1","37/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie orthopédique et traumatologique","63","[015028]"
997,"affecté","","","974","1","2/3","BORDEAUX","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","3","[037031]"
998,"affecté","","","980","1","29/45","ILE DE FRANCE","Spécialité médicale : Cardiologie et maladies vasculaires","","45","[015013]"
999,"affecté","","","981","1","4/5","MONTPELLIER","Spécialité médicale : Neurologie","","5","[035023]"
1000,"affecté","","","982","1","2/10","CLERMONT-FERRAND","Spécialité chirurgicale : Chirurgie générale","Chirurgie maxillo-faciale et stomatologie","10","[038028]"
1001,"affecté","","","983","1","38/63","ILE DE FRANCE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","63","[015028]"
1002,"affecté","","","984","1","6/15","ILE DE FRANCE","Spécialité médicale : Rhumatologie","","15","[015027]"
1003,"affecté","","","985","1","1/8","CLERMONT-FERRAND","Spécialité médicale : Radiodiagnostic et imagerie médicale","","8","[038026]"
1004,"affecté","absence","","986","1","4/105","RENNES","Discipline : MÉDECINE générale","","105","[032011]"
1005,"affecté","","","987","1","3/3","BORDEAUX","Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale","","3","[037031]"
1006,"affecté","","","988","1","7/22","AIX MARSEILLE","Spécialité chirurgicale : Chirurgie générale","Chirurgie urologique","22","[034028]"
1007,"affecté","","","989","1","20/30","ILE DE FRANCE","Spécialité médicale : Médecine interne","","30","[015019]"
1008,"affecté","","","990","1","10/16","MONTPELLIER","Discipline : ANESTHÉSIE réanimation","","16","[035004]"
1009,"affecté","","","991","1","7/15","ILE DE FRANCE","Spécialité médicale : Rhumatologie","","15","[015027]"
