;Etat;Absence;CESP;Etudiant;Voeu;Rang;Subdivision;Discipline;Désir (non officiel);Offre;SubDis;;
855;simulé;;;842;1;;LYON;Spécialité médicale : Cardiologie et maladies vasculaires;;10;[026013];;
856;simulé;absence;;843;1;;TOURS;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;13;[033028];;
857;simulé;absence;;844;1;;LILLE;Spécialité médicale : Pneumologie;;8;[023025];;
858;simulé;absence;;845;1;;STRASBOURG;Spécialité médicale : Néphrologie;;3;[020022];;
859;simulé;;;846;3;;LILLE;Spécialité médicale : Néphrologie;;5;[023022];;
860;simulé;;;847;1;;ROUEN;Spécialité chirurgicale : Ophtalmologie;;3;[024030];;
861;simulé;;;848;7;;LILLE;Spécialité chirurgicale : Ophtalmologie;;9;[023030];;
862;simulé;;;849;1;;SAINT ETIENNE;Spécialité chirurgicale : Ophtalmologie;;5;[027030];;
863;simulé;;;850;1;;NANTES;Spécialité chirurgicale : Chirurgie générale;Chirurgie maxillo-faciale et stomatologie;14;[030028];;
864;simulé;;;851;1;;ILE DE FRANCE;Spécialité médicale : Oncologie;;25;[015024];;
865;simulé;;;852;1;;LILLE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;31;[023028];;
866;simulé;;;853;1;;POITIERS;Spécialité médicale : Rhumatologie;;3;[031027];;
867;simulé;;;854;1;;LILLE;Spécialité médicale : Pneumologie;;8;[023025];;
868;simulé;;;855;1;;TOULOUSE;Discipline : ANESTHÉSIE réanimation;;22;[040004];;
869;simulé;;;856;1;;MONTPELLIER;Spécialité médicale : Cardiologie et maladies vasculaires;;7;[035013];;
870;simulé;;;857;1;;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;63;[015028];;
871;simulé;;;858;1;;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
872;simulé;;;859;1;;RENNES;Spécialité médicale : Neurologie;;3;[032023];;
873;simulé;;;860;1;;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
874;simulé;;;861;1;;LYON;Spécialité médicale : Radiodiagnostic et imagerie médicale;;13;[026026];;
875;simulé;;;862;2;;MONTPELLIER;Spécialité médicale : Dermatologie et vénérologie;;5;[035014];;
876;simulé;;;863;1;;LYON;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;21;[026028];;
877;simulé;;;531;1;;LYON;Discipline : PÉDIATRIE;;17;[026002];;
878;simulé;;;864;1;;MONTPELLIER;Spécialité médicale : Dermatologie et vénérologie;;5;[035014];;
879;simulé;absence;;865;1;;LYON;Discipline : GYNÉCOLOGIE obstétrique;;10;[026009];;
880;simulé;;;866;1;;TOULOUSE;Spécialité médicale : Neurologie;;4;[040023];;
881;simulé;;;867;1;;TOURS;Spécialité médicale : Cardiologie et maladies vasculaires;;7;[033013];;
882;simulé;;;868;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
883;simulé;;;869;1;;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
884;simulé;;;870;1;;NANTES;Discipline : PÉDIATRIE;;8;[030002];;
885;simulé;;;871;1;;DIJON;Spécialité chirurgicale : Ophtalmologie;;5;[017030];;
886;simulé;;;872;1;;LYON;Discipline : PSYCHIATRIE;;22;[026010];;
887;simulé;;;873;1;;STRASBOURG;Spécialité médicale : Génétique médicale;;1;[020017];;
888;simulé;;;874;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
889;simulé;;;875;1;;ILE DE FRANCE;Spécialité médicale : Hématologie;;9;[015018];;
890;simulé;;;876;3;;BREST;Spécialité chirurgicale : Ophtalmologie;;3;[029030];;
891;simulé;;;877;1;;NANTES;Discipline : ANESTHÉSIE réanimation;;11;[030004];;
892;simulé;absence;;878;1;;SAINT ETIENNE;Spécialité médicale : Dermatologie et vénérologie;;1;[027014];;
893;simulé;;;879;1;;RENNES;Spécialité médicale : Oncologie;;5;[032024];;
894;simulé;;;880;1;;AIX MARSEILLE;Spécialité médicale : Dermatologie et vénérologie;;5;[034014];;
895;simulé;;;477;1;;AIX MARSEILLE;Discipline : ANESTHÉSIE réanimation;;22;[034004];;
896;simulé;;;881;1;;MONTPELLIER;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;4;[035031];;
897;simulé;;;882;1;;ANGERS;Spécialité chirurgicale : Chirurgie générale;Chirurgie plastique; reconstructrice et esthétique;12;[028028];
898;simulé;;;883;1;;ILE DE FRANCE;Spécialité médicale : Neurologie;;20;[015023];;
899;simulé;;;884;1;;ILE DE FRANCE;Spécialité médicale : Rhumatologie;;15;[015027];;
900;simulé;;;885;1;;RENNES;Spécialité médicale : Oncologie;;5;[032024];;
901;simulé;;;886;1;;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
902;simulé;;;887;1;;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
903;simulé;;;888;1;;TOULOUSE;Discipline : GYNÉCOLOGIE obstétrique;;6;[040009];;
904;simulé;;;889;1;;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
905;simulé;;;890;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
906;simulé;;;891;1;;LILLE;Spécialité médicale : Médecine interne;;6;[023019];;
907;simulé;;;892;1;;ILE DE FRANCE;Spécialité médicale : Oncologie;;25;[015024];;
908;simulé;;;893;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
909;simulé;;;894;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
910;simulé;;;895;2;;NANCY;Spécialité chirurgicale : Ophtalmologie;;6;[018030];;
911;simulé;;;896;1;;NANTES;Spécialité médicale : Médecine interne;;4;[030019];;
912;simulé;;;897;1;;ILE DE FRANCE;Spécialité médicale : Dermatologie et vénérologie;;17;[015014];;
913;simulé;;;898;1;;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;63;[015028];;
914;simulé;;;899;1;;STRASBOURG;Spécialité médicale : Neurologie;;3;[020023];;
915;simulé;;;900;2;;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
916;simulé;;;901;1;;LYON;Spécialité médicale : Oncologie;;6;[026024];;
917;rien;;;902;;;;car aucun vœu;;;;;
918;simulé;;;903;1;;BORDEAUX;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;17;[037028];;
919;simulé;;;904;1;;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
920;simulé;;;905;1;;GRENOBLE;Discipline : PÉDIATRIE;;9;[025002];;
921;simulé;;;906;1;;ILE DE FRANCE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;18;[015031];;
922;simulé;;;907;1;;MONTPELLIER;Spécialité médicale : Pneumologie;;3;[035025];;
923;simulé;absence;;908;1;;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
924;simulé;;;909;1;;LYON;Spécialité médicale : Radiodiagnostic et imagerie médicale;;13;[026026];;
925;simulé;;;910;1;;NANTES;Discipline : PÉDIATRIE;;8;[030002];;
926;simulé;;;911;1;;BORDEAUX;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;17;[037028];;
927;simulé;;;912;1;;AIX MARSEILLE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;22;[034028];;
928;simulé;absence;;913;2;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
929;simulé;;;914;1;;ANGERS;Spécialité médicale : Néphrologie;;3;[028022];;
930;simulé;;;915;1;;BORDEAUX;Discipline : PÉDIATRIE;;10;[037002];;
931;simulé;;;916;1;;ILE DE FRANCE;Spécialité médicale : Médecine interne;;30;[015019];;
932;simulé;;;917;2;;LILLE;Spécialité médicale : Neurologie;;7;[023023];;
933;simulé;;;918;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
934;simulé;;;919;1;;TOULOUSE;Spécialité médicale : Oncologie;;5;[040024];;
935;simulé;;;920;1;;MONTPELLIER;Spécialité médicale : Médecine physique et de réadaptation;;8;[035021];;
936;simulé;;;921;2;;ILE DE FRANCE;Spécialité médicale : Dermatologie et vénérologie;;17;[015014];;
938;simulé;;;923;1;;NANTES;Spécialité médicale : Radiodiagnostic et imagerie médicale;;6;[030026];;
939;simulé;;;924;1;;TOULOUSE;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;3;[040031];;
940;simulé;;;925;1;;TOULOUSE;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;15;[040028];;
941;simulé;;;926;1;;LYON;Spécialité médicale : Pneumologie;;6;[026025];;
942;simulé;;;927;2;;AIX MARSEILLE;Spécialité médicale : Médecine interne;;6;[034019];;
943;simulé;;;928;1;;STRASBOURG;Spécialité médicale : Radiodiagnostic et imagerie médicale;;9;[020026];;
944;simulé;absence;;929;1;;POITIERS;Spécialité médicale : Médecine interne;;4;[031019];;
945;simulé;absence;;930;1;;BORDEAUX;Discipline : ANESTHÉSIE réanimation;;16;[037004];;
946;simulé;;;931;1;;LYON;Spécialité médicale : Radiodiagnostic et imagerie médicale;;13;[026026];;
947;simulé;;;932;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
948;simulé;;;933;1;;LYON;Discipline : GYNÉCOLOGIE obstétrique;;10;[026009];;
949;simulé;;;934;1;;ILE DE FRANCE;Spécialité médicale : Néphrologie;;15;[015022];;
950;simulé;;;935;1;;GRENOBLE;Spécialité médicale : Rhumatologie;;2;[025027];;
951;simulé;;;936;1;;LYON;Spécialité médicale : Radiodiagnostic et imagerie médicale;;13;[026026];;
952;simulé;;;937;1;;LILLE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;17;[023026];;
953;simulé;;;938;1;;NANCY;Spécialité médicale : Neurologie;;4;[018023];;
954;rien;;;939;;;;car aucun vœu;;;;;
955;simulé;;;940;2;;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
956;simulé;;;941;2;;TOULOUSE;Spécialité médicale : Rhumatologie;;4;[040027];;
957;simulé;;;942;1;;GRENOBLE;Spécialité médicale : Médecine interne;;3;[025019];;
958;simulé;;;943;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
959;simulé;;;944;1;;LYON;Discipline : PÉDIATRIE;;17;[026002];;
960;simulé;;;945;1;;TOULOUSE;Spécialité médicale : Anatomie et cytologie pathologique;;3;[040012];;
961;simulé;;;946;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
962;simulé;absence;;947;1;;NANTES;Discipline : ANESTHÉSIE réanimation;;11;[030004];;
963;simulé;;;948;1;;MONTPELLIER;Spécialité médicale : Néphrologie;;4;[035022];;
964;simulé;;;949;1;;TOULOUSE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;9;[040026];;
965;simulé;;;950;1;;STRASBOURG;Spécialité médicale : Rhumatologie;;3;[020027];;
966;simulé;;;951;1;;TOURS;Spécialité chirurgicale : Chirurgie générale;Chirurgie maxillo-faciale et stomatologie;13;[033028];;
967;simulé;absence;;952;1;;LYON;Spécialité médicale : Hématologie;;2;[026018];;
968;simulé;;;953;1;;STRASBOURG;Spécialité médicale : Médecine interne;;4;[020019];;
969;simulé;;;954;1;;AIX MARSEILLE;Discipline : GYNÉCOLOGIE médicale;;2;[034005];;
970;simulé;;;955;1;;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
971;simulé;;;956;1;;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
972;simulé;;;957;1;;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
973;simulé;;;958;1;;TOURS;Discipline : ANESTHÉSIE réanimation;;9;[033004];;
974;simulé;absence;;959;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
975;simulé;;;960;1;;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
976;simulé;;;961;1;;ILE DE FRANCE;Spécialité médicale : Gastro-entérologie et hépatologie;;21;[015016];;
977;simulé;;;962;1;;GRENOBLE;Discipline : ANESTHÉSIE réanimation;;12;[025004];;
978;simulé;;;963;1;;BORDEAUX;Discipline : ANESTHÉSIE réanimation;;16;[037004];;
979;simulé;;;964;1;;LILLE;Spécialité médicale : Dermatologie et vénérologie;;4;[023014];;
980;simulé;;;965;1;;TOULOUSE;Discipline : ANESTHÉSIE réanimation;;22;[040004];;
981;simulé;;;966;1;;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;63;[015028];;
982;simulé;;;967;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
983;simulé;;;968;1;;BORDEAUX;Discipline : GYNÉCOLOGIE médicale;;4;[037005];;
984;simulé;;;969;1;;NICE;Discipline : ANESTHÉSIE réanimation;;9;[036004];;
985;simulé;;;970;1;;LYON;Discipline : ANESTHÉSIE réanimation;;25;[026004];;
986;simulé;;;971;1;;GRENOBLE;Spécialité médicale : Dermatologie et vénérologie;;2;[025014];;
987;simulé;;;972;3;;BORDEAUX;Spécialité médicale : Cardiologie et maladies vasculaires;;9;[037013];;
988;simulé;;;973;3;;LYON;Spécialité médicale : Pneumologie;;6;[026025];;
989;simulé;;;974;3;;BORDEAUX;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;3;[037031];;
990;simulé;;;975;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
991;simulé;;;976;1;;BORDEAUX;Spécialité médicale : Cardiologie et maladies vasculaires;;9;[037013];;
992;simulé;;;977;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
993;simulé;;;978;1;;ILE DE FRANCE;Spécialité médicale : Oncologie;;25;[015024];;
994;simulé;;;979;1;;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;63;[015028];;
995;simulé;;;980;1;;ILE DE FRANCE;Spécialité médicale : Cardiologie et maladies vasculaires;;45;[015013];;
996;simulé;;;981;1;;LYON;Spécialité médicale : Neurologie;;6;[026023];;
997;simulé;;;982;1;;CLERMONT-FERRAND;Spécialité chirurgicale : Chirurgie générale;Chirurgie maxillo-faciale et stomatologie;10;[038028];;
998;simulé;;;983;1;;ILE DE FRANCE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;63;[015028];;
999;simulé;;;984;1;;ILE DE FRANCE;Spécialité médicale : Rhumatologie;;15;[015027];;
1000;simulé;;;985;1;;CLERMONT-FERRAND;Spécialité médicale : Radiodiagnostic et imagerie médicale;;8;[038026];;
1001;simulé;absence;;986;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
1002;simulé;;;987;1;;BORDEAUX;Spécialité chirurgicale : Oto-rhino-laryngologie et chirurgie cervico-faciale;;3;[037031];;
1003;simulé;;;988;1;;AIX MARSEILLE;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;22;[034028];;
1004;simulé;;;989;1;;ILE DE FRANCE;Spécialité médicale : Médecine interne;;30;[015019];;
1005;simulé;;;990;1;;MONTPELLIER;Discipline : ANESTHÉSIE réanimation;;16;[035004];;
1006;simulé;;;991;1;;ILE DE FRANCE;Spécialité médicale : Rhumatologie;;15;[015027];;
1007;simulé;;;992;1;;TOULOUSE;Spécialité médicale : Rhumatologie;;4;[040027];;
1008;simulé;;;993;1;;GRENOBLE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;5;[025026];;
1009;simulé;;;994;1;;RENNES;Spécialité médicale : Gastro-entérologie et hépatologie;;4;[032016];;
1010;simulé;;;995;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
1011;simulé;;;996;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
1012;simulé;;;997;4;;AIX MARSEILLE;Spécialité chirurgicale : Ophtalmologie;;6;[034030];;
1013;simulé;;;998;1;;RENNES;Spécialité médicale : Neurologie;;3;[032023];;
1014;simulé;;;999;1;;BORDEAUX;Spécialité médicale : Médecine interne;;5;[037019];;
1015;simulé;;;1000;1;;GRENOBLE;Discipline : PÉDIATRIE;;9;[025002];;
1016;simulé;;;1001;1;;LYON;Spécialité chirurgicale : Chirurgie générale;Chirurgie urologique;21;[026028];;
1017;simulé;;;1002;1;;MONTPELLIER;Discipline : PSYCHIATRIE;;15;[035010];;
1018;simulé;;;1003;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
1019;simulé;;;1004;1;;MONTPELLIER;Discipline : ANESTHÉSIE réanimation;;16;[035004];;
1020;simulé;;;1005;1;;MONTPELLIER;Spécialité médicale : Médecine nucléaire;;2;[035020];;
1021;simulé;;;1006;2;;GRENOBLE;Spécialité chirurgicale : Neurochirurgie;;1;[025029];;
1022;simulé;;;1007;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
1023;simulé;;;1008;2;;TOULOUSE;Spécialité médicale : Gastro-entérologie et hépatologie;;5;[040016];;
1024;simulé;;;1009;1;;LILLE;Spécialité chirurgicale : Chirurgie générale;Chirurgie viscérale et digestive;31;[023028];;
1025;simulé;;;1010;1;;MONTPELLIER;Spécialité chirurgicale : Neurochirurgie;;2;[035029];;
1026;simulé;;;1011;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
1027;simulé;;;1012;1;;TOULOUSE;Discipline : PÉDIATRIE;;11;[040002];;
1028;rien;;;1013;;;;car aucun vœu;;;;;
1029;simulé;;;1014;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
1030;simulé;;;1015;1;;BORDEAUX;Spécialité chirurgicale : Chirurgie générale;Chirurgie orthopédique et traumatologique;17;[037028];;
1031;simulé;;;1016;1;;ILE DE FRANCE;Discipline : GYNÉCOLOGIE obstétrique;;45;[015009];;
1032;simulé;;;1017;1;;MONTPELLIER;Spécialité médicale : Neurologie;;5;[035023];;
1033;simulé;;;1018;2;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
1034;simulé;;;1019;1;;AIX MARSEILLE;Spécialité médicale : Médecine interne;;6;[034019];;
1035;simulé;;;1020;4;;ILE DE FRANCE;Discipline : ANESTHÉSIE réanimation;;92;[015004];;
1036;simulé;absence;;1021;1;;NICE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;3;[036026];;
1037;simulé;absence;;1022;1;;LYON;Spécialité médicale : Neurologie;;6;[026023];;
1038;simulé;;;1023;1;;STRASBOURG;Discipline : GYNÉCOLOGIE obstétrique;;9;[020009];;
1039;simulé;;;1024;1;;ILE DE FRANCE;Spécialité médicale : Hématologie;;9;[015018];;
1040;simulé;;;1025;2;;MONTPELLIER;Spécialité médicale : Néphrologie;;4;[035022];;
1041;rien;;;1026;;;;car aucun vœu;;;;;
1042;simulé;;;1027;1;;NANCY;Spécialité médicale : Dermatologie et vénérologie;;5;[018014];;
1043;simulé;;;1028;1;;SAINT ETIENNE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;4;[027026];;
1044;simulé;;;1029;1;;LYON;Discipline : ANESTHÉSIE réanimation;;25;[026004];;
1045;simulé;;;1030;1;;LILLE;Discipline : ANESTHÉSIE réanimation;;29;[023004];;
1046;simulé;;;1031;3;;RENNES;Spécialité médicale : Dermatologie et vénérologie;;3;[032014];;
1047;simulé;;;1032;1;;NICE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;3;[036026];;
1048;simulé;;;1033;1;;ILE DE FRANCE;Discipline : PÉDIATRIE;;79;[015002];;
1049;simulé;;;1034;1;;ROUEN;Spécialité médicale : Dermatologie et vénérologie;;3;[024014];;
1050;simulé;;;1035;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
1051;simulé;;;1036;1;;TOULOUSE;Spécialité médicale : Cardiologie et maladies vasculaires;;9;[040013];;
1052;simulé;;;1037;2;;TOULOUSE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;9;[040026];;
1053;simulé;;;1038;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
1054;simulé;;;1039;1;;MONTPELLIER;Spécialité médicale : Dermatologie et vénérologie;;5;[035014];;
1055;simulé;;;1040;1;;ILE DE FRANCE;Spécialité médicale : Pneumologie;;17;[015025];;
1056;simulé;;;1041;1;;AIX MARSEILLE;Discipline : ANESTHÉSIE réanimation;;22;[034004];;
1057;simulé;;;1042;2;;RENNES;Spécialité médicale : Cardiologie et maladies vasculaires;;7;[032013];;
1058;simulé;;;1043;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
1059;simulé;;;522;1;;ILE DE FRANCE;Spécialité médicale : Oncologie;;25;[015024];;
1060;simulé;;;1044;1;;LILLE;Spécialité médicale : Hématologie;;3;[023018];;
1061;simulé;;;1045;1;;LIMOGES;Spécialité médicale : Dermatologie et vénérologie;;2;[039014];;
1062;simulé;;;1046;1;;NANCY;Discipline : PÉDIATRIE;;12;[018002];;
1063;simulé;;;1047;1;;ROUEN;Spécialité médicale : Rhumatologie;;4;[024027];;
1064;simulé;;;1048;1;;ILE DE FRANCE;Spécialité médicale : Radiodiagnostic et imagerie médicale;;50;[015026];;
